"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
112,"Дніпропетровська","місцеве","Балка Велика Осокорівка","заказник","іхтіологічний",2000,"Рішення облвиконкому 14.10.1982 №654","Синельниківська райдержадміністрація","с. Варварівка Синельниківського району"
113,"Дніпропетровська","місцеве","Балка Ворона","заказник","іхтіологічний",422,"Рішення облвиконкому 07.12.1985 №703 /зміни розпорядження 19.12.1995 №50-Р","Синельниківська райдержадміністрація","с. Мар’ївка Синельниківського району"
114,"Дніпропетровська","місцеве","Озеро Довге","заказник","гідрологічний",22,"Рішення облвиконкому 09.10.1979 №568 /зміни розпорядження 19.12.1995 №50-Р","Царичанська райдержадміністрація","с. Бабайківка Царичанського району"
115,"Дніпропетровська","місцеве","Ділянка тополевих насаджень","пам’ятка природи","ботанічна",5,"Рішення облвиконкому 26.05.1977 №346","Дніпропетровський держлісгосп","В 1 км північно-західніше с. Сухачівка Ленінського району м. Дніпропетровська Ленінське лісництво кв.16, діл.3"
116,"Дніпропетровська","місцеве","Ділянка дубових насаджень","пам’ятка природи","ботанічна",1.8,"Рішення облвиконкому 26.05.1977 №346","Дніпропетровський держлісгосп","В північній частині с. Таромське Ленінського району м. Дніпропетровська Ленінське лісництво кв.33, діл.6"
117,"Дніпропетровська","місцеве","Дерево культурної груші","пам’ятка природи","ботанічна",0.03,"Рішення облвиконкому 17.12.1990 №469","Виконком Криворізької міськради","м. Кривий Ріг"
118,"Дніпропетровська","місцеве","Павлівський ліс","пам’ятка природи","ботанічна",5,"Рішення облвиконкому 22.06.1972 №391","Навчально-дослідне господарство Самарський","Біля с. Василівка Дніпропетровського району"
119,"Дніпропетровська","місцеве","Ділянка соснових насаджень","пам’ятка природи","ботанічна",5,"Рішення облвиконкому 26.05.1977 №346","Новомосковський держлісгосп","с. Степанівка Магдалинівського району Котовське лісництво, кв.18, діл.17"
120,"Дніпропетровська","місцеве","Зразкова лісосмуга","пам’ятка природи","ботанічна",0.9,"Рішення облвиконкому 28.11.74 №687","Межівська райдержадміністрація","с. Славне Межівського району"
121,"Дніпропетровська","місцеве","Поодиноко стоячі віковічні сосни","пам’ятка природи","ботанічна",0.4,"Рішення облвиконкому 22.06.1972 №391","Новомосковський держлісгосп","Новомосковське лісництво кв.30"
