"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
66,"Сумська","місцеве","Лозовогрушевий","заказник","ботанічний",44,"Рішення облради від 09.07.2009 р.","1. Курганська сільська рада2. ДП Лебединський агролісгосп","Лебединський р-н: Курганська с/р; частина балки зі збереженою степовою рослинністю. ДП Лебединський агролісгоп: кв. 70 (вид. 2-3, 28)"
67,"Сумська","місцеве","Грушевський","заказник","ботанічний",33.5,"Рішення облради від 09.07.2009 р.","1. Червленівська сільська рада2. ДП Лебединський агролісгосп","Лебединський р-н: Червленівська с/р; частина балки зі збереженою степовою рослинністю. ДП Лебединський агролісгоп: кв. 89 (вид. 22-23)"
68,"Сумська","місцеве","Пристайлівський","заказник","ботанічний",37.8,"Рішення облради від 27.06.2008 р.","1. Пристайлівська сільська рада2. ДП Лебединський агролісгосп","Лебединський р-н: Пристайлівська с/р; ДП Лебединський агролісгоп: кв. 93 (вид. 7, 12)"
69,"Сумська","місцеве","Ведмежівський","заказник","загальнозоологічний",71.2,"Рішення облради від 15.10.2010 р.","1. Рогинська сільська рада2. ДП Роменський агролісгосп","Роменський р-н: Рогинська с/р; за західною околицею с. Ведмеже. ДП Роменський агролісгоп: Роменське л-во, кв. 30 (вид. 2.1, 10-11)"
70,"Сумська","місцеве","Байбачий","заказник","загальнозоологічний",9.6,"Рішення облради від 27.04.2001 р.","СЗАТ Україна","Роменський р-н: Коржівська с/р; поблизу с. Піски"
71,"Сумська","місцеве","Вирівський","заказник","загальнозоологічний",214.9,"Рішення облвиконкому від 23.12.1981 р. №609","ДП Білопільський агролісгосп","Білопільський р-н: Вирівська, Горобівська с/р; в заплаві р. Вир між селами Горобівка - Вири.ДП Білопільський агролісгосп"
72,"Сумська","місцеве","Бобровий","заказник","загальнозоологічний",163,"Рішення облвиконкому від 23.12.1981 р. №609","ДП Сумське лісове господарство","Білопільський р-н: Рижівська с/р, Ворожбянська і Білопільська селищ./р; одна ділянка в заплаві Сейму біля с. Рижівка, друга - в заплаві Виру біля м. Ворожба. ДП Сумський лісгосп: Сумське л-во, кв. 85, 93, 95"
73,"Сумська","місцеве","Золотарівський","заказник","загальнозоологічний",150.6,"Рішення облради від 27.04.2001 р.","1. Кіндратівська сільська рада2. Олексіївська сільська рада3. ДП Сумський агролісгосп","Сумський р-н: Кіндратівська, Олексіївська с/р; біля с. Кіндратівка. ДП Сумський агролісгосп: кв. 4 (вид. 36-42), 5 (вид. 36-40)"
74,"Сумська","місцеве","Русанівський","заказник","загальнозоологічний",353,"Рішення облради від 01.12.2006 р.","1. Русанівська сільська рада2. Лучанська сільська рада3. ДП Л.-Долинський агролісгосп","Л.-Долинський р-н: Русанівська, Лучанська с/р; заплава р. Хорол між селами Русанівка та Лучка. ДП Л.-Долинський агролісгосп: кв. 44 (вид. 10-21), 45 (вид. 14-15), 61 (вид. 30-31)"
75,"Сумська","місцеве","Карабутівський","заказник","загальнозоологічний",93.7,"Рішення облради від 27.07.2007 р.","Карабутівська сільська рада","Конотопський р-н: Карабутівська с/р; заплава р. Ромен"
